__index__sample	run_index	platform	instrument	BioProject	organism	assay_type	librarylayout	date_sequenced	date_collected	genotype_sam_ss_dpl92	clade_sam	host_disease	strain_sam_ss_dpl139	host_info	country	continent	region	isolation_source	host_scienname	host_confidence	host_commonname
SAMN49897727	SRR34476335	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-07-10T11:37:00.000Z	2025-06				MN-MNPHL-CAU-250127		USA	North America	Central	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46720547	SRR32265705	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T09:33:00.000Z	2024-06				MD-MDH-CAU-2400839		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48585211	SRR33624074	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-19T10:50:00.000Z	2024-08						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN44533467	SRR31192884	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-01T13:52:00.000Z	2023				TN-SPHL-CAU-S0025		USA	North America	Southeast	sputum	Homo sapiens	3	human
SAMN49444672	SRR34036535	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:53:00.000Z	2023				NV-WW-CAU-0124B127W		USA	North America	NV	environmental (wastewater)			
SAMN45923704	['SRR32088569','SRR32088570']	ILLUMINA	Illumina NovaSeq 6000	PRJNA672955	Candidozyma auris	WGS	PAIRED		2019				adtxl	host_subject_id_sam: 2	USA	North America	Chicago. IL		Homo sapiens	3	human
SAMN43817361	SRR30844112	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T17:55:00.000Z	2024			Fungal infection	2024CE_09_18_166		USA	North America		clinical	Homo sapiens	3	human
SAMN48268253	SRR33390297	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-04-30T17:47:00.000Z	2024						USA	North America		urine	Homo sapiens	3	human
SAMN43817295	SRR30844590	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T18:42:00.000Z	2024			Fungal infection	2024CE_09_18_232		USA	North America		clinical	Homo sapiens	3	human
SAMN48897485	SRR33832218	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-06-04T16:59:00.000Z	2025			Fungal infection	2025CE-CAURIS_06_04_013		USA	North America		clinical	Homo sapiens	3	human
SAMN40333634	SRR28274033	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-03-08T15:29:00.000Z	2024-01						USA	North America	Midwest		Homo sapiens	3	human
SAMN43829823	SRR30868022	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T18:02:00.000Z	2024			Fungal infection	2024CE_09_19_448		USA	North America		clinical	Homo sapiens	3	human
SAMN50174053	SRR34691583	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-07-23T14:50:00.000Z	2025-07				MN-MNPHL-CAU-250137		USA	North America	Central	abdomen	Homo sapiens	3	human
SAMN44425120	SRR31107423	ILLUMINA	NextSeq 500	PRJNA918317	Candidozyma auris	WGS	PAIRED	2024-10-24T14:22:00.000Z	2023	South Asian					USA	North America	Northeast	wound	Homo sapiens	3	human
SAMN48288186	SRR33405937	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:17:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_252		USA	North America		clinical	Homo sapiens	3	human
SAMN44843611	SRR31416568	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-11-20T15:55:00.000Z	2024						USA	North America	Mountain	swab - axilla and/or groin	Homo sapiens	3	human
SAMN43829847	SRR30866577	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T16:38:00.000Z	2024			Fungal infection	2024CE_09_19_418		USA	North America		clinical	Homo sapiens	3	human
SAMN48264934	SRR33388549	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:44:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_126		USA	North America		clinical	Homo sapiens	3	human
SAMN48931675	SRR33858626	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:15:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN48270138	SRR33392051	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:28:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_163		USA	North America		clinical	Homo sapiens	3	human
SAMN48897492	SRR33832225	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-06-04T16:59:00.000Z	2025			Fungal infection	2025CE-CAURIS_06_04_006		USA	North America		clinical	Homo sapiens	3	human
SAMN46845050	SRR32354202	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-14T17:12:00.000Z	2023-10				MD-MDH-CAU-2400298		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN47516736	SRR32811354	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-21T16:23:00.000Z	2025				UT-UPHL-CAU-3063		USA	North America	Mountain		Homo sapiens	3	human
SAMN48410923	SRR33502100	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:55:00.000Z	2023-01						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN48199578	SRR33369991	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T13:23:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_068		USA	North America		clinical	Homo sapiens	3	human
SAMN44533468	SRR31192883	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-01T13:53:00.000Z	2023				TN-SPHL-CAU-S0026		USA	North America	Southeast	urine	Homo sapiens	3	human
SAMN48199564	SRR33369977	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T13:23:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_082		USA	North America		clinical	Homo sapiens	3	human
SAMN48288162	SRR33405884	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:10:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_276		USA	North America		clinical	Homo sapiens	3	human
SAMN46558705	SRR32236942	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-05T09:14:00.000Z	2024-03				MD-MDH-CAU-2400658		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44245454	SRR30946425	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:26:00.000Z	2024			Fungal infection	2024CE_09_19_673		USA	North America		clinical	Homo sapiens	3	human
SAMN48755858	SRR33715537	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-05-27T14:46:00.000Z	2025						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN48084147	SRR33238004	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-04-21T16:26:00.000Z	2025-03						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN48775889	SRR33736579	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-05-28T14:57:00.000Z	2025-01				MD-MDH-CAU-2500306		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48286640	SRR33403340	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:01:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_094		USA	North America		clinical	Homo sapiens	3	human
SAMN44245304	SRR30946234	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:53:00.000Z	2024			Fungal infection	2024CE_09_19_660		USA	North America		clinical	Homo sapiens	3	human
SAMN48931504	SRR33858586	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:05:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN48118481	SRR33285900	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-04-23T12:18:00.000Z	2025-02				MD-MDH-CAU-2500186		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN43677284	SRR30644640	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-09-12T11:10:00.000Z	2024						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN49444797	SRR34036237	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:50:00.000Z	2023				NV-WW-CAU-1223D104W		USA	North America	NV	environmental (wastewater)			
SAMN43496072	SRR30544349	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-09-04T11:27:00.000Z	2024-07				MN-MNPHL-CAU-240176		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN43829848	SRR30866578	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T16:37:00.000Z	2024			Fungal infection	2024CE_09_19_417		USA	North America		clinical	Homo sapiens	3	human
SAMN45233471	SRR31649589	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-12-09T15:44:00.000Z	2023-08				MD-MDH-CAU-2400153		USA	North America	Mid-Atlantic	axilla	Homo sapiens	3	human
SAMN47639144	SRR32922104	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-03-31T11:12:00.000Z	2025						USA	North America	Mountain	swab - axilla and/or groin	Homo sapiens	3	human
SAMN49570339	SRR34149077	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-06-24T13:43:00.000Z	2025						USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN41475843	SRR29098618	ILLUMINA	Illumina MiSeq	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-05-21T14:11:00.000Z	2024-03						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN43829988	SRR30865540	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T14:50:00.000Z	2024			Fungal infection	2024CE_09_19_277		USA	North America		clinical	Homo sapiens	3	human
SAMN48849696	SRR33790371	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T13:09:00.000Z	2024-12						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN48410980	SRR33502076	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:55:00.000Z	2023-09						USA	North America	Midwest	axilla	Homo sapiens	3	human
SAMN48707711	SRR33680693	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-05-23T14:21:00.000Z	2025-03				MD-MDH-CAU-2500291		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN49151157	SRR34005790	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-06-17T10:42:00.000Z	2025-05				MN-MNPHL-CAU-250110		USA	North America	Central	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48084149	SRR33238016	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-04-21T16:26:00.000Z	2025-04						USA	North America	Midwest	abscess	Homo sapiens	3	human
SAMN43830233	SRR30846280	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T19:34:00.000Z	2024			Fungal infection	2024CE_09_19_030		USA	North America		clinical	Homo sapiens	3	human
SAMN46475555	SRR32170316	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-29T14:26:00.000Z	2024-02				MD-MDH-CAU-2400529		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44245442	SRR30946413	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:23:00.000Z	2024			Fungal infection	2024CE_09_19_685		USA	North America		clinical	Homo sapiens	3	human
SAMN45923693	['SRR32088545','SRR32088546']	ILLUMINA	Illumina NovaSeq 6000	PRJNA672955	Candidozyma auris	WGS	PAIRED		2019				adtwz	host_subject_id_sam: 23	USA	North America	Chicago. IL		Homo sapiens	3	human
SAMN49915067	SRR34492921	ILLUMINA	Illumina MiSeq	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-07-11T11:08:00.000Z	2025-06						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN48264980	SRR33388565	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:44:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_080		USA	North America		clinical	Homo sapiens	3	human
SAMN46439251	SRR32156480	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-01-28T16:29:00.000Z	2024				UT-UPHL-CAU-2776		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN48288263	SRR33405892	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:11:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_175		USA	North America		clinical	Homo sapiens	3	human
SAMN48410975	SRR33502082	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:55:00.000Z	2023-08						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN43829875	SRR30866605	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T16:38:00.000Z	2024			Fungal infection	2024CE_09_19_390		USA	North America		clinical	Homo sapiens	3	human
SAMN48441293	SRR33531303	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:44:00.000Z	2023-03						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN42334529	SRR29713459	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-07-05T10:13:00.000Z	2024-05						USA	North America	Midwest	abscess	Homo sapiens	3	human
SAMN48410928	SRR33502045	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:49:00.000Z	2023-01						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN43787798	SRR30677968	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-09-16T16:54:00.000Z	2024-08				MN-MNPHL-CAU-240204		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN44293773	SRR31001819	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-10-15T13:02:00.000Z	2024-09				MN-MNPHL-CAU-240255		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN44367962	SRR31060917	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-10-21T12:47:00.000Z	2024				UT-UPHL-CAU-2459		USA	North America	Mountain		Homo sapiens	3	human
SAMN49994873	SRR34559537	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2025-07-16T15:21:00.000Z	2025						USA	North America	West	urine	Homo sapiens	3	human
SAMN47198175	SRR32554375	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-03-03T09:50:00.000Z	2025-01				MD-MDH-CAU-2500115		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46427482	SRR32137332	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-27T10:43:00.000Z	2023-10				MD-MDH-CAU-2400366		USA	North America	Mid-Atlantic	blood	Homo sapiens	3	human
SAMN48348892	SRR33436945	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-05-05T16:43:00.000Z	2025						USA	North America		As reported: Resp	Homo sapiens	3	human
SAMN46201493	SRR31957577	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-01-10T14:44:00.000Z	2024				UT-UPHL-CAU-2662		USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN48270057	SRR33392027	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:29:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_244		USA	North America		clinical	Homo sapiens	3	human
SAMN44624261	SRR31270889	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-07T12:29:00.000Z	2024				UT-UPHL-CAU-2533		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN45454643	SRR31667032	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-12-10T12:13:00.000Z	2024-11				MN-MNPHL-CAU-240324		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN48707703	SRR33680677	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-05-23T14:20:00.000Z	2025-02				MD-MDH-CAU-2500275		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN44002121	SRR30847188	ILLUMINA	Illumina NovaSeq X	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2023-09				119-CA		PAK	Asia	Karachi	urine	Homo sapiens	3	human
SAMN46845087	SRR32354210	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-14T17:13:00.000Z	2023-11				MD-MDH-CAU-2400401		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN45129165	SRR31569528	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-12-02T13:46:00.000Z	2024						USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN44002173	SRR30847162	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:26:00.000Z	2022-06				33-CA		PAK	Asia	Karachi	urine	Homo sapiens	3	human
SAMN45859308	SRR31735784	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-12-16T13:34:00.000Z	2024				UT-UPHL-CAU-2660		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN46558702	SRR32236945	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-05T09:14:00.000Z	2024-03				MD-MDH-CAU-2400655		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN49444627	SRR34036588	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:55:00.000Z	2023				NV-WW-CAU-1123B77W		USA	North America	NV	environmental (wastewater)			
SAMN44528291	SRR31227833	BGISEQ	MGISEQ-2000RS	PRJNA269675	Candidozyma auris	WGS	PAIRED	2024-11-05T05:21:00.000Z	2020				SCPM-O-F-2041 (B48-20)		RUS	Europe	Moscow	culture from blood	Homo sapiens	3	human
SAMN48931708	SRR33858759	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:03:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN45923717	['SRR32088595','SRR32088596']	ILLUMINA	Illumina NovaSeq 6000	PRJNA672955	Candidozyma auris	WGS	PAIRED		2019				adtxy		USA	North America	Chicago. IL		Homo sapiens	3	human
SAMN50015864	SRR34578125	ILLUMINA	NextSeq 500	PRJNA918317	Candidozyma auris	WGS	PAIRED	2025-07-18T08:06:00.000Z	2025	African					USA	North America	Northeast	swab - axilla and/or groin	Homo sapiens	3	human
SAMN50274240	SRR34768540	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-07-29T20:34:00.000Z	2025			Fungal infection	2025CE-CAURIS_07_29_011		USA	North America		clinical	Homo sapiens	3	human
SAMN48286733	SRR33403375	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:02:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_001		USA	North America		clinical	Homo sapiens	3	human
SAMN48084150	SRR33238015	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-04-21T16:26:00.000Z	2025-04						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN48585194	SRR33624092	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-19T10:50:00.000Z	2024-07						USA	North America	Midwest	axilla	Homo sapiens	3	human
SAMN48120215	SRR33289101	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2025-04-23T14:17:00.000Z	2022				TN-SPHL-CAU-S0191		USA	North America	Southeast		Homo sapiens	3	human
SAMN48181661	SRR33345023	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-28T19:27:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_23_017		USA	North America		clinical	Homo sapiens	3	human
SAMN48441441	SRR33531101	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-05-12T14:22:00.000Z	2025-02				MD-MDH-CAU-2500226		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48669337	SRR33658390	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-05-21T15:54:00.000Z	2025						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN44670856	SRR32957666	OXFORD_NANOPORE	PromethION	PRJNA1122935	Candidozyma auris	WGS	SINGLE	2025-04-02T16:52:00.000Z	2021				SI-CAU-605		THA	Asia	Bangkok	culture	Homo sapiens	3	human
SAMN48349267	SRR33438383	ILLUMINA	NextSeq 500	PRJNA918317	Candidozyma auris	WGS	PAIRED	2025-05-05T17:46:00.000Z	2024	South Asian					USA	North America	Northeast	clinical	Homo sapiens	3	human
SAMN48270018	SRR33391928	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:21:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_283		USA	North America		clinical	Homo sapiens	3	human
SAMN43829756	SRR30867955	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T18:01:00.000Z	2024			Fungal infection	2024CE_09_19_515		USA	North America		clinical	Homo sapiens	3	human
SAMN48585183	SRR33624104	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-19T10:50:00.000Z	2024-06						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN46363205	SRR32076950	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-22T10:45:00.000Z	2023-09				MD-MDH-CAU-2400241		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48209721	SRR33381089	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T23:48:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_195		USA	North America		clinical	Homo sapiens	3	human
SAMN44244912	SRR30945855	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:06:00.000Z	2024			Fungal infection	2024CE_09_19_539		USA	North America		clinical	Homo sapiens	3	human
SAMN42824017	SRR30008761	ILLUMINA	NextSeq 2000	PRJNA1140213	Candidozyma auris	WGS	PAIRED	2024-07-26T16:50:00.000Z	2021			Candida infection	Clade I		USA	North America	New York	blood	Homo sapiens	3	human
SAMN46558711	SRR32236935	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-05T09:14:00.000Z	2024-04				MD-MDH-CAU-2400672		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47640184	SRR32923513	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-03-31T13:04:00.000Z	2025-03				MN-MNPHL-CAU-250057		USA	North America	Central	blood	Homo sapiens	3	human
SAMN43829797	SRR30867996	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T18:02:00.000Z	2024			Fungal infection	2024CE_09_19_474		USA	North America		clinical	Homo sapiens	3	human
SAMN43804019	SRR30693030	ILLUMINA	Illumina HiSeq 2500	PRJNA1162159	Candidozyma auris	WGS	PAIRED	2024-09-17T20:17:00.000Z	2019				B18689		KEN	Africa		blood	Homo sapiens	3	human
SAMN47133292	SRR32516099	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-27T15:46:00.000Z	2024-12				MD-MDH-CAU-2500100		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN48311150	SRR33413618	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:37:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_02_052		USA	North America		clinical	Homo sapiens	3	human
SAMN43830170	SRR30847445	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:27:00.000Z	2024			Fungal infection	2024CE_09_19_094		USA	North America		clinical	Homo sapiens	3	human
SAMN46897423	SRR32396371	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T10:28:00.000Z	2024-09				MD-MDH-CAU-2401163		USA	North America	Mid-Atlantic	axilla	Homo sapiens	3	human
SAMN43811775	SRR30710980	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-18T12:11:00.000Z	2024-08						USA	North America	Midwest	catheter	Homo sapiens	3	human
SAMN41251333	SRR28927874	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-05-07T20:13:00.000Z	2024-03						USA	North America	Midwest	catheter	Homo sapiens	3	human
